,data,features_cat,features_num,protected_attributes,p_att_description,target,etas,feat_dictionary,greater,k,technique,model,dir_name,model_type,disparate_impact,statistical_parity_difference,equal_opportunity_difference,average_abs_odds_difference,positive_predictive_value,negative_predictive_value,accuracy,eta
0,<__main__.NamedDataset object at 0x7f127ca1a800>,"['workclass', 'relationship', 'occupation', 'education']","['hours-per-week', 'capital-gain', 'capital-loss']","['sex', 'race', 'age_bins', 'marital-status']","('age_bins', ['(38.9, 46.2]', '(46.2, 53.5]', '(53.5, 60.8]'])",income-per-year,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 10, 'capital-loss': 5, 'workclass': 7, 'education': 16, 'relationship': 6, 'occupation': 14}",False,5,<function sequential_fs at 0x7f127ca44ee0>,<function base_classifier at 0x7f127ca45120>,adult_sequential_fs_base_classifier_age_bins_5,base_model,0.489068716621011,-0.0671416109568543,-0.0181491464510332,0.0335708054784271,0.7590072057646117,0.798912161065108,0.7952384462298223,
0,<__main__.NamedDataset object at 0x7f127ca1a800>,"['workclass', 'relationship', 'occupation', 'education']","['hours-per-week', 'capital-gain', 'capital-loss']","['sex', 'race', 'age_bins', 'marital-status']","('marital-status', ['Married-civ-spouse'])",income-per-year,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 10, 'capital-loss': 5, 'workclass': 7, 'education': 16, 'relationship': 6, 'occupation': 14}",False,5,<function sequential_fs at 0x7f127ca44ee0>,<function base_classifier at 0x7f127ca45120>,adult_sequential_fs_base_classifier_marital-status_5,base_model,0.3236020841903195,-0.096763797212605,0.0518933497374843,0.0508565098607174,0.7590072057646117,0.798912161065108,0.7952384462298223,
0,<__main__.NamedDataset object at 0x7f127ca1a800>,"['workclass', 'relationship', 'occupation', 'education']","['hours-per-week', 'capital-gain', 'capital-loss']","['sex', 'race', 'age_bins', 'marital-status']","('race', ['White'])",income-per-year,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 10, 'capital-loss': 5, 'workclass': 7, 'education': 16, 'relationship': 6, 'occupation': 14}",False,5,<function sequential_fs at 0x7f127ca44ee0>,<function base_classifier at 0x7f127ca45120>,adult_sequential_fs_base_classifier_race_5,base_model,0.647143010672209,-0.0341154255177521,-0.0150854459430831,0.017057712758876,0.7590072057646117,0.798912161065108,0.7952384462298223,
0,<__main__.NamedDataset object at 0x7f127ca1a800>,"['workclass', 'relationship', 'occupation', 'education']","['hours-per-week', 'capital-gain', 'capital-loss']","['sex', 'race', 'age_bins', 'marital-status']","('sex', [1])",income-per-year,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 10, 'capital-loss': 5, 'workclass': 7, 'education': 16, 'relationship': 6, 'occupation': 14}",False,5,<function sequential_fs at 0x7f127ca44ee0>,<function base_classifier at 0x7f127ca45120>,adult_sequential_fs_base_classifier_sex_5,base_model,0.5228242642272904,-0.0518905933197699,0.0300670733169713,0.0259452966598849,0.7590072057646117,0.798912161065108,0.7952384462298223,
0,<__main__.NamedDataset object at 0x7f127ca1a800>,"['workclass', 'relationship', 'occupation', 'education']","['hours-per-week', 'capital-gain', 'capital-loss']","['sex', 'race', 'age_bins', 'marital-status']","('age_bins', ['(38.9, 46.2]', '(46.2, 53.5]', '(53.5, 60.8]'])",income-per-year,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 10, 'capital-loss': 5, 'workclass': 7, 'education': 16, 'relationship': 6, 'occupation': 14}",False,5,<function sequential_fs at 0x7f127ca44ee0>,<function fair_classifier_adversarial at 0x7f127ca45240>,adult_sequential_fs_fair_classifier_adversarial_age_bins_5,fair_model_adversarial,0.498113168317861,-0.0392270934915915,0.0247215831813027,0.0144371411018085,0.9004037685060565,0.7889893948845914,0.7950910297044299,
0,<__main__.NamedDataset object at 0x7f127ca1a800>,"['workclass', 'relationship', 'occupation', 'education']","['hours-per-week', 'capital-gain', 'capital-loss']","['sex', 'race', 'age_bins', 'marital-status']","('marital-status', ['Married-civ-spouse'])",income-per-year,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 10, 'capital-loss': 5, 'workclass': 7, 'education': 16, 'relationship': 6, 'occupation': 14}",False,5,<function sequential_fs at 0x7f127ca44ee0>,<function fair_classifier_adversarial at 0x7f127ca45240>,adult_sequential_fs_fair_classifier_adversarial_marital-status_5,fair_model_adversarial,0.4470730071793259,-0.0188715252346785,0.1539393198582982,0.0770486738154193,0.9877675840978594,0.7721299093655589,0.7773273383946341,
0,<__main__.NamedDataset object at 0x7f127ca1a800>,"['workclass', 'relationship', 'occupation', 'education']","['hours-per-week', 'capital-gain', 'capital-loss']","['sex', 'race', 'age_bins', 'marital-status']","('race', ['White'])",income-per-year,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 10, 'capital-loss': 5, 'workclass': 7, 'education': 16, 'relationship': 6, 'occupation': 14}",False,5,<function sequential_fs at 0x7f127ca44ee0>,<function fair_classifier_adversarial at 0x7f127ca45240>,adult_sequential_fs_fair_classifier_adversarial_race_5,fair_model_adversarial,1.1981375182150285,0.0115253469432026,0.0987919601531645,0.0588039060994331,0.8680641183723797,0.7899027908435247,0.7945750718655561,
0,<__main__.NamedDataset object at 0x7f127ca1a800>,"['workclass', 'relationship', 'occupation', 'education']","['hours-per-week', 'capital-gain', 'capital-loss']","['sex', 'race', 'age_bins', 'marital-status']","('sex', [1])",income-per-year,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 10, 'capital-loss': 5, 'workclass': 7, 'education': 16, 'relationship': 6, 'occupation': 14}",False,5,<function sequential_fs at 0x7f127ca44ee0>,<function fair_classifier_adversarial at 0x7f127ca45240>,adult_sequential_fs_fair_classifier_adversarial_sex_5,fair_model_adversarial,0.569564426764251,-0.0329833880390033,0.0651441324158452,0.0333741322435586,0.8376259798432251,0.7982483825153859,0.8008402741947372,
0,<__main__.NamedDataset object at 0x7f127ca1a800>,"['workclass', 'relationship', 'occupation', 'education']","['hours-per-week', 'capital-gain', 'capital-loss']","['sex', 'race', 'age_bins', 'marital-status']","('age_bins', ['(38.9, 46.2]', '(46.2, 53.5]', '(53.5, 60.8]'])",income-per-year,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 10, 'capital-loss': 5, 'workclass': 7, 'education': 16, 'relationship': 6, 'occupation': 14}",False,5,<function sequential_fs at 0x7f127ca44ee0>,<function fair_classifier at 0x7f127ca451b0>,adult_sequential_fs_fair_classifier_age_bins_5,fair_model,0.2062750455373406,-0.1239877649736804,-0.1245592307236142,0.093092042447058,0.7784753363228699,0.8022004497269515,0.8002506080931673,1.0
1,<__main__.NamedDataset object at 0x7f127ca1a800>,"['workclass', 'relationship', 'occupation', 'education']","['hours-per-week', 'capital-gain', 'capital-loss']","['sex', 'race', 'age_bins', 'marital-status']","('age_bins', ['(38.9, 46.2]', '(46.2, 53.5]', '(53.5, 60.8]'])",income-per-year,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 10, 'capital-loss': 5, 'workclass': 7, 'education': 16, 'relationship': 6, 'occupation': 14}",False,5,<function sequential_fs at 0x7f127ca44ee0>,<function fair_classifier at 0x7f127ca451b0>,adult_sequential_fs_fair_classifier_age_bins_5,fair_model,0.2062960115055463,-0.1258718415995411,-0.125451413122646,0.0945599210142049,0.7729681978798587,0.8024929634097306,0.8000294833050785,10.0
